 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 1013.28 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.71 1.96 4.99 
 | S: 1013.35 | T: 1.100 | N: 4.15 | P: 4.05 | A: 2.71 1.96 5.00 
 | S: 1013.42 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.70 1.95 5.00 
 | S: 1013.49 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.69 1.94 5.00 
 | S: 1013.56 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.69 1.93 4.99 
 | S: 1013.63 | T: 1.100 | N: 4.14 | P: 4.05 | A: 2.69 1.93 5.00 
 | S: 1013.70 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.68 1.92 5.00 
 | S: 1013.77 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.68 1.92 5.00 
 | S: 1013.84 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.68 1.91 4.98 
 | S: 1013.91 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.67 1.89 5.00 
 | S: 1013.98 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.67 1.89 5.00 
 | S: 1014.05 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.67 1.88 5.00 
 | S: 1014.12 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.74 1.90 4.98 
 | S: 1014.19 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.67 1.88 5.00 
 | S: 1014.26 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.66 1.87 5.00 
 | S: 1014.33 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.66 1.87 5.00 
 | S: 1014.40 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.66 1.88 4.99 
 | S: 1014.47 | T: 1.100 | N: 4.14 | P: 4.05 | A: 2.75 1.89 5.00 
 | S: 1014.54 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.66 1.86 5.00 
 | S: 1014.61 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.65 1.86 5.00 
 | S: 1014.68 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.65 1.86 4.99 
 | S: 1014.75 | T: 1.100 | N: 4.13 | P: 4.05 | A: 2.64 1.84 5.00 
 | S: 1014.82 | T: 1.100 | N: 4.14 | P: 4.06 | A: 2.64 1.84 5.00 
 | S: 1014.89 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.63 1.84 5.00 
 | S: 1014.96 | T: 1.100 | N: 4.13 | P: 4.05 | A: 2.73 1.85 5.00 
 | S: 1015.03 | T: 1.100 | N: 4.13 | P: 4.05 | A: 2.63 1.83 5.00 
 | S: 1015.10 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.63 1.84 5.00 
 | S: 1015.17 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.62 1.83 5.00 
 | S: 1015.23 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.71 1.84 5.00 
 | S: 1015.30 | T: 1.100 | N: 4.13 | P: 4.05 | A: 2.62 1.83 5.00 
 | S: 1015.37 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.62 1.83 5.00 
 | S: 1015.44 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.61 1.82 5.00 
 | S: 1015.51 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.70 1.83 5.00 
 | S: 1015.58 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.72 1.85 4.99 
 | S: 1015.65 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.61 1.81 4.98 
 | S: 1015.72 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.61 1.81 5.00 
 | S: 1015.79 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.61 1.82 5.00 
 | S: 1015.86 | T: 1.100 | N: 4.12 | P: 4.05 | A: 2.69 1.82 5.00 
 | S: 1015.93 | T: 1.100 | N: 4.12 | P: 4.05 | A: 2.69 1.82 5.00 
 | S: 1016.00 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.60 1.81 5.00 
 | S: 1016.07 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.60 1.81 5.00 
 | S: 1016.14 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.69 1.82 5.00 
 | S: 1016.21 | T: 1.100 | N: 4.11 | P: 4.05 | A: 2.69 1.82 5.00 
 | S: 1016.28 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.60 1.80 5.00 
 | S: 1016.35 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.42 | T: 1.100 | N: 4.13 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.49 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.56 | T: 1.100 | N: 4.12 | P: 4.05 | A: 2.59 1.80 4.99 
 | S: 1016.63 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.70 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.77 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.59 1.80 5.00 
 | S: 1016.84 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.58 1.79 4.99 
 | S: 1016.91 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.58 1.78 5.00 
 | S: 1016.98 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.58 1.79 5.00 
 | S: 1017.05 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.68 1.81 5.00 
 | S: 1017.12 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.64 1.80 5.00 
 | S: 1017.19 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.57 1.79 5.00 
 | S: 1017.26 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.67 1.80 5.00 
 | S: 1017.32 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.57 1.78 5.00 
 | S: 1017.39 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.57 1.78 5.00 
 | S: 1017.46 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.56 1.78 5.00 
 | S: 1017.53 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.57 1.78 5.00 
 | S: 1017.60 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.57 1.77 5.00 
 | S: 1017.67 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.56 1.77 5.00 
 | S: 1017.74 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.56 1.77 5.00 
 | S: 1017.81 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.56 1.77 5.00 
 | S: 1017.88 | T: 1.100 | N: 4.12 | P: 4.06 | A: 2.56 1.77 4.99 
 | S: 1017.95 | T: 1.100 | N: 4.11 | P: 4.05 | A: 2.67 1.79 5.00 
 | S: 1018.02 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.55 1.77 5.00 
 | S: 1018.09 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.55 1.77 5.00 
 | S: 1018.16 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.55 1.76 5.00 
 | S: 1018.23 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.55 1.76 5.00 
 | S: 1018.30 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.54 1.76 5.00 
 | S: 1018.37 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.54 1.74 5.00 
 | S: 1018.44 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.53 1.76 5.00 
 | S: 1018.51 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.64 1.77 5.00 
 | S: 1018.58 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.63 1.76 5.00 
 | S: 1018.65 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.54 1.76 5.00 
 | S: 1018.72 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.53 1.75 5.00 
 | S: 1018.79 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.53 1.76 5.00 
 | S: 1018.86 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.52 1.76 5.00 
 | S: 1018.93 | T: 1.100 | N: 4.11 | P: 4.05 | A: 2.52 1.75 5.00 
 | S: 1019.00 | T: 1.100 | N: 4.11 | P: 4.05 | A: 2.52 1.75 5.00 
 | S: 1019.07 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.52 1.75 5.00 
 | S: 1019.14 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.52 1.75 5.00 
 | S: 1019.21 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.63 1.77 5.00 
 | S: 1019.28 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.52 1.75 5.00 
 | S: 1019.35 | T: 1.100 | N: 4.11 | P: 4.06 | A: 2.63 1.77 5.00 
 | S: 1019.41 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.52 1.74 5.00 
 | S: 1019.49 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.62 1.76 5.00 
 | S: 1019.55 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.76 5.00 
 | S: 1019.62 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.75 5.00 
 | S: 1019.69 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.51 1.75 4.99 
 | S: 1019.76 | T: 1.100 | N: 4.10 | P: 4.05 | A: 2.51 1.75 5.00 
 | S: 1019.83 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.74 5.00 
 | S: 1019.90 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.75 5.00 
 | S: 1019.97 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.75 5.00 
 | S: 1020.04 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.75 5.00 
 | S: 1020.11 | T: 1.100 | N: 4.10 | P: 4.05 | A: 2.62 1.77 5.00 
 | S: 1020.18 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.52 1.77 5.00 
 | S: 1020.25 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.63 1.78 5.00 
 | S: 1020.32 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.76 5.00 
 | S: 1020.39 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.51 1.77 5.00 
 | S: 1020.46 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.51 1.77 4.99 
 | S: 1020.53 | T: 1.100 | N: 4.10 | P: 4.05 | A: 2.51 1.77 5.00 
 | S: 1020.60 | T: 1.100 | N: 4.10 | P: 4.05 | A: 2.62 1.78 5.00 
 | S: 1020.67 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.50 1.77 5.00 
 | S: 1020.74 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.63 1.78 5.00 
 | S: 1020.81 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.76 5.00 
 | S: 1020.88 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.76 5.00 
 | S: 1020.95 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.76 5.00 
 | S: 1021.02 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.50 1.76 5.00 
 | S: 1021.09 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.76 5.00 
 | S: 1021.16 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.75 5.00 
 | S: 1021.23 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.49 1.76 5.00 
 | S: 1021.30 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.49 1.75 5.00 
 | S: 1021.37 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.49 1.74 5.00 
 | S: 1021.44 | T: 1.100 | N: 4.09 | P: 4.05 | A: 2.61 1.77 5.00 
 | S: 1021.51 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.62 1.78 5.00 
 | S: 1021.58 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.61 1.78 5.00 
 | S: 1021.64 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.77 5.00 
 | S: 1021.71 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.62 1.78 5.00 
 | S: 1021.78 | T: 1.100 | N: 4.09 | P: 4.05 | A: 2.63 1.79 4.99 
 | S: 1021.85 | T: 1.100 | N: 4.09 | P: 4.05 | A: 2.61 1.79 5.00 
 | S: 1021.92 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.62 1.79 5.00 
 | S: 1021.99 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.62 1.79 5.00 
 | S: 1022.06 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.49 1.77 5.00 
 | S: 1022.13 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.78 5.00 
 | S: 1022.20 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.78 4.99 
 | S: 1022.27 | T: 1.100 | N: 4.09 | P: 4.05 | A: 2.63 1.80 5.00 
 | S: 1022.34 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.78 5.00 
 | S: 1022.41 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.62 1.80 5.00 
 | S: 1022.48 | T: 1.100 | N: 4.10 | P: 4.06 | A: 2.50 1.78 5.00 
 | S: 1022.55 | T: 1.100 | N: 4.09 | P: 4.05 | A: 2.62 1.80 5.00 
 | S: 1022.62 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.79 5.00 
 | S: 1022.69 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.79 5.00 
 | S: 1022.76 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.48 1.79 5.00 
 | S: 1022.83 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.78 5.00 
 | S: 1022.90 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.79 5.00 
 | S: 1022.97 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.62 1.80 5.00 
 | S: 1023.04 | T: 1.100 | N: 4.08 | P: 4.07 | A: 2.61 1.80 5.00 
 | S: 1023.11 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.62 1.80 5.00 
 | S: 1023.18 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.78 5.00 
 | S: 1023.25 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.48 1.79 5.00 
 | S: 1023.32 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.79 5.00 
 | S: 1023.39 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.61 1.81 5.00 
 | S: 1023.46 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.79 5.00 
 | S: 1023.53 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.49 1.80 5.00 
 | S: 1023.60 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.62 1.82 5.00 
 | S: 1023.67 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.50 1.81 5.00 
 | S: 1023.73 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.51 1.82 5.00 
 | S: 1023.80 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.51 1.82 5.00 
 | S: 1023.87 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.63 1.84 5.00 
 | S: 1023.94 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.01 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.08 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.63 1.83 5.00 
 | S: 1024.15 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.81 4.99 
 | S: 1024.22 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.81 5.00 
 | S: 1024.29 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.81 5.00 
 | S: 1024.36 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.43 | T: 1.100 | N: 4.09 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.50 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.57 | T: 1.100 | N: 4.08 | P: 4.05 | A: 2.63 1.83 5.00 
 | S: 1024.64 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.50 1.82 4.99 
 | S: 1024.71 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.50 1.82 5.00 
 | S: 1024.78 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.49 1.82 5.00 
 | S: 1024.85 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.61 1.83 5.00 
 | S: 1024.92 | T: 1.100 | N: 4.07 | P: 4.05 | A: 2.62 1.82 5.00 
 | S: 1024.99 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.61 1.82 5.00 
 | S: 1025.06 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.48 1.81 5.00 
 | S: 1025.13 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.47 1.80 5.00 
 | S: 1025.20 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.47 1.80 5.00 
 | S: 1025.27 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.46 1.80 5.00 
 | S: 1025.34 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.47 1.80 5.00 
 | S: 1025.41 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.61 1.81 5.00 
 | S: 1025.48 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.47 1.80 5.00 
 | S: 1025.55 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.45 1.80 5.00 
 | S: 1025.62 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.61 1.81 5.00 
 | S: 1025.69 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.46 1.80 5.00 
 | S: 1025.76 | T: 1.100 | N: 4.07 | P: 4.05 | A: 2.60 1.81 5.00 
 | S: 1025.83 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.46 1.79 5.00 
 | S: 1025.90 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.45 1.79 5.00 
 | S: 1025.97 | T: 1.100 | N: 4.08 | P: 4.06 | A: 2.45 1.79 5.00 
 | S: 1026.03 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.56 1.80 5.00 
 | S: 1026.10 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1026.17 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1026.24 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.79 5.00 
 | S: 1026.31 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1026.38 | T: 1.100 | N: 4.07 | P: 4.05 | A: 2.58 1.80 5.00 
 | S: 1026.45 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.59 1.81 5.00 
 | S: 1026.52 | T: 1.100 | N: 4.07 | P: 4.05 | A: 2.44 1.79 5.00 
 | S: 1026.59 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.43 1.79 5.00 
 | S: 1026.66 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.43 1.79 5.00 
 | S: 1026.73 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1026.80 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.79 5.00 
 | S: 1026.87 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.58 1.81 5.00 
 | S: 1026.94 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.80 5.00 
 | S: 1027.01 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.44 1.81 5.00 
 | S: 1027.08 | T: 1.100 | N: 4.06 | P: 4.05 | A: 2.44 1.81 5.00 
 | S: 1027.15 | T: 1.100 | N: 4.06 | P: 4.05 | A: 2.58 1.82 5.00 
 | S: 1027.22 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.80 5.00 
 | S: 1027.29 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.59 1.81 5.00 
 | S: 1027.36 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.44 1.81 5.00 
 | S: 1027.43 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.43 1.81 5.00 
 | S: 1027.50 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.56 1.82 5.00 
 | S: 1027.57 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.80 5.00 
 | S: 1027.64 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.80 5.00 
 | S: 1027.71 | T: 1.100 | N: 4.06 | P: 4.05 | A: 2.43 1.80 4.99 
 | S: 1027.78 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.43 1.80 5.00 
 | S: 1027.85 | T: 1.100 | N: 4.06 | P: 4.05 | A: 2.58 1.82 5.00 
 | S: 1027.92 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.58 1.82 5.00 
 | S: 1027.99 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.57 1.82 5.00 
 | S: 1028.06 | T: 1.100 | N: 4.07 | P: 4.06 | A: 2.42 1.81 5.00 
 | S: 1028.12 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.42 1.80 5.00 
 | S: 1028.19 | T: 1.100 | N: 4.05 | P: 4.07 | A: 2.43 1.81 5.00 
 | S: 1028.26 | T: 1.100 | N: 4.05 | P: 4.07 | A: 2.43 1.81 5.00 
 | S: 1028.33 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.43 1.82 5.00 
 | S: 1028.40 | T: 1.100 | N: 4.05 | P: 4.05 | A: 2.58 1.83 5.00 
 | S: 1028.47 | T: 1.100 | N: 4.05 | P: 4.05 | A: 2.58 1.83 4.99 
 | S: 1028.54 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1028.61 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.43 1.82 5.00 
 | S: 1028.68 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.43 1.82 5.00 
 | S: 1028.75 | T: 1.100 | N: 4.05 | P: 4.05 | A: 2.58 1.83 5.00 
 | S: 1028.82 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.81 5.00 
 | S: 1028.89 | T: 1.100 | N: 4.06 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1028.96 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.81 5.00 
 | S: 1029.03 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1029.10 | T: 1.100 | N: 4.05 | P: 4.05 | A: 2.43 1.82 4.98 
 | S: 1029.17 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1029.24 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.43 1.82 5.00 
 | S: 1029.31 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1029.38 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.42 1.82 5.00 
 | S: 1029.45 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.43 1.83 5.00 
 | S: 1029.52 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.57 1.84 5.00 
 | S: 1029.59 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.57 1.84 5.00 
 | S: 1029.66 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.83 5.00 
 | S: 1029.73 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.58 1.85 5.00 
 | S: 1029.80 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.43 1.83 5.00 
 | S: 1029.87 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.58 1.85 5.00 
 | S: 1029.94 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.43 1.84 5.00 
 | S: 1030.01 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1030.08 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.43 1.84 5.00 
 | S: 1030.15 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1030.22 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1030.29 | T: 1.100 | N: 4.05 | P: 4.06 | A: 2.43 1.84 5.00 
 | S: 1030.36 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.43 1.84 5.00 
 | S: 1030.42 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.58 1.85 5.00 
 | S: 1030.49 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.52 1.85 5.00 
 | S: 1030.56 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.57 1.85 5.00 
 | S: 1030.63 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1030.70 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.41 1.83 4.99 
 | S: 1030.77 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.58 1.85 5.00 
 | S: 1030.84 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.57 1.85 5.00 
 | S: 1030.91 | T: 1.100 | N: 4.04 | P: 4.05 | A: 2.58 1.86 5.00 
 | S: 1030.98 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1031.05 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.41 1.85 5.00 
 | S: 1031.12 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.41 1.84 5.00 
 | S: 1031.19 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.41 1.84 5.00 
 | S: 1031.26 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1031.33 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
 | S: 1031.40 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.57 1.85 5.00 
 | S: 1031.47 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.42 1.84 5.00 
 | S: 1031.54 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.56 1.85 5.00 
 | S: 1031.61 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.40 1.84 4.99 
 | S: 1031.68 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.41 1.84 5.00 
 | S: 1031.75 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
 | S: 1031.82 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.41 1.84 5.00 
 | S: 1031.89 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.41 1.85 5.00 
 | S: 1031.96 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.54 1.86 5.00 
 | S: 1032.03 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.41 1.85 5.00 
 | S: 1032.10 | T: 1.100 | N: 4.04 | P: 4.06 | A: 2.41 1.85 5.00 
 | S: 1032.17 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.41 1.85 5.00 
 | S: 1032.24 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
